Token	LmAoA	LmCutoff	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
a	2.32934223655039	12.9151678256539	14.7362232208252	0.939625382423401	24.9021780376746	0.928157613633219	2.32934223655039	0.576777610753565
about	3.16882905147823	9.91086601369043	15.0728845596313	2.03014516830444	17.9006737396831	1.92105828769775	3.16882905147823	0.607426080560187
above	3.9658368307406	10.3028631818089	14.9158315658569	5.50537633895874	15.4341074563182	5.17161890729966	3.9658368307406	0.64846894739505
after	3.38198841978766	9.299350362569	14.8019218444824	3.22988629341125	15.6901820120449	2.90851871309309	3.38198841978766	0.698027485744468
airplane	4.63538886071504	13.0421659116142	18.3305511474609	9.58356380462646	16.5480745678725	9.5362572553559	4.63538886071504	0.420715313457975
all	3.06132494382728	10.5132870848465	14.8657579421997	2.8085412979126	18.6072011232494	2.41937304644358	3.06132494382728	0.746987372730236
alligator	4.63314276994069	14.2761016927479	18.9502964019775	10.6660928726196	17.742364210365	10.8098391751308	4.63314276994069	0.344667841486586
am	3.68650984088737	8.29504010565837	14.9826240539551	2.16288161277771	14.2735864771694	2.31649373414734	3.68650984088737	0.371335782083972
and	2.24749320425406	13.991266630924	14.8774156570435	1.51478433609009	26.3743167935517	1.60821646829635	2.24749320425406	0.57107128956044
animal	4.25937471352271	11.6209679842234	16.0963859558105	7.59257364273071	15.745751603866	7.49618436458077	4.25937471352271	0.517517141243007
ankle	4.52668440591084	11.2355818682388	16.0880870819092	7.38512468338013	15.1507261939348	7.3204375425427	4.52668440591084	0.431713942047821
another	3.44544018550712	10.157791972652	14.8600273132324	4.92156744003296	15.8651588062565	4.45042513904755	3.44544018550712	0.762022524437157
any	3.44024540591883	9.39473451439676	14.858790397644	2.91852068901062	15.9612430542349	2.82822597455861	3.44024540591883	0.577928832997433
apple	4.67996171880822	11.5366155468299	15.7606801986694	7.84433269500732	15.3968830297099	7.67634806394995	4.67996171880822	0.404858898389528
are	3.45873701360734	7.71170882267007	14.8677492141724	1.16080319881439	14.3297410499362	1.09367659540393	3.45873701360734	0.410605035086848
arm	3.50413405382891	10.0838849161899	15.552321434021	3.60795497894287	16.6416674405934	3.52610239178647	3.50413405382891	0.602958657507359
around	3.08561856201789	10.5942015368226	14.8545351028442	3.05453419685364	18.3899009155516	2.79850215809363	3.08561856201789	0.735538568724621
asleep	4.09684634429085	9.30027412277662	15.1813507080078	3.24379539489746	15.2026660554374	3.39788219011585	4.09684634429085	0.32999210440727
at	2.89314704130499	10.1992898767963	14.853832244873	1.2780636548996	19.2134893868064	1.18509036678616	2.89314704130499	0.587794913319137
aunt	4.2151492791427	10.0695840340237	14.8277492523193	5.13163375854492	14.82541950181	5.31374856623734	4.2151492791427	0.38973880367433
awake	4.12780016219262	11.1603558258665	17.6024856567383	5.73614883422852	16.7191291939146	5.60158245781848	4.12780016219262	0.513148041016018
away	3.40306106693093	9.43816817066729	15.2712697982788	2.27773785591125	16.6212092375445	2.25512710379007	3.40306106693093	0.519587748161122
baby	3.4562068954335	11.7277663201101	15.4247188568115	6.47357892990112	17.2770575393048	6.17847510091534	3.4562068954335	0.788703746441988
babysitter	4.51050860797333	14.2679690346339	18.5678482055664	11.084361076355	17.2006816977174	11.3352563715503	4.51050860797333	0.327244376557219
back	2.68256567892321	11.7234117403941	14.8312215805054	2.79381775856018	20.7711114723872	2.67571200840098	2.68256567892321	0.729963735781423
backyard	4.0593598588589	13.3081735413323	20.1451377868652	7.92382955551147	18.4110691670243	8.20527791564023	4.0593598588589	0.499072674544948
bad	3.76249904953402	10.016398369371	15.0926303863525	4.88083982467651	15.4312353175646	4.6015614211773	3.76249904953402	0.629314869859354
ball	3.89494085268103	12.123657487635	18.6198654174805	6.83637714385986	18.8096523400837	5.43766263518628	3.89494085268103	0.996286779542923
balloon	4.56749561909805	13.517710329714	18.0946712493896	10.011194229126	17.0964919928024	9.93892866662555	4.56749561909805	0.480300150559191
banana	4.55287404781876	13.4944936467364	17.6809215545654	10.0178785324097	16.8000435604121	10.1889437330606	4.55287404781876	0.360596959897793
basement	4.1546781683921	11.7623890787171	16.2588310241699	7.87252950668335	15.6486101035676	7.87616805386656	4.1546781683921	0.496702429538642
basket	4.41625634358609	11.4711031258052	16.3390655517578	7.48757982254028	15.3993051013967	7.5429011502137	4.41625634358609	0.380504328327365
bat	4.81797558674292	11.3445998999572	16.8855781555176	7.58238363265991	15.8106272411747	6.8785725587397	4.81797558674292	0.48648884713766
bath	4.50364659493499	11.5341184704663	15.5081453323364	7.77148246765137	15.3894429276873	7.6787940132453	4.50364659493499	0.45876190551754
bathroom	3.80253375862597	10.6000402997091	15.757025718689	4.79524612426758	16.4412561176952	4.75882448172303	3.80253375862597	0.530341238740291
bathtub	4.40293485242698	13.6661191841636	18.5815162658691	9.94976615905762	17.2510459278327	10.0811924404945	4.40293485242698	0.443798845786691
be	3.02145722783766	9.2387879716484	14.9907073974609	0.903836309909821	17.6076124171343	0.869963526162497	3.02145722783766	0.500805887112437
beach	3.98581884905129	11.3209321213999	15.9988346099854	6.60699939727783	16.3864360742421	6.2554281685578	3.98581884905129	0.647210057779001
beads	4.32754126418558	11.8079770202767	18.1037254333496	6.67675828933716	6.99840879350617	16.6175452470472	4.32754126418558	-0.298979282947659
beans	4.50445876799631	12.0720480334871	17.6203098297119	7.3016529083252	16.6276113692525	7.5164846977216	4.50445876799631	0.361436645861092
bear	4.39667842166297	11.453307410287	15.6777868270874	7.70542860031128	15.4956626424481	7.41095217812599	4.39667842166297	0.54192701642054
because	3.27755162665536	10.2509838942792	14.8680839538574	3.51237034797668	16.9687147187378	3.53325306982058	3.27755162665536	0.593935848139051
bed	3.52558679106132	9.76912730692661	14.8106002807617	3.18958854675293	16.6154755644909	2.92277904936233	3.52558679106132	0.693587896512817
bedroom	3.89511486381059	9.91593948373787	14.8961324691772	4.93266630172729	14.7844944777515	5.04738448972424	3.89511486381059	0.494807745963565
bee	5.11367177221746	12.987210567132	17.4013328552246	10.4474964141846	16.0547999387117	9.91962119555235	5.11367177221746	0.401606190512644
before	3.16233821339463	10.4320178817444	14.9151926040649	3.37038445472717	17.7694680068568	3.0945677566321	3.16233821339463	0.710116682783221
behind	3.52815088458316	10.0384530688933	15.2910423278809	3.46505331993103	16.6976479617619	3.37925817602476	3.52815088458316	0.587785205985398
belly	3.75816956899681	12.1157931883044	17.9445991516113	6.68039608001709	17.4157242797179	6.81586209689098	3.75816956899681	0.570915901703065
belt	4.45014249866115	9.98740872929025	14.7856388092041	5.96581554412842	14.1691019086264	5.8057155499541	4.45014249866115	0.447169819559198
